FILE_NAME	PEAK_NAME	RETENTION_TIME	MZ
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	161.1317_8.8996	8.8996	161.1317
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	162.0211_0.5447	0.5447	162.0211
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	162.0537_2.3742	2.3742	162.0537
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	162.1101_0.3387	0.3387	162.1101
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	162.9563_0.3291	0.3291	162.9563
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	164.0292_0.3153	0.3153	164.0292
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	164.9305_0.3168	0.3168	164.9305
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	164.9852_1.5803	1.5803	164.9852
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	165.0538_0.7983	0.7983	165.0538
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	165.0734_3.0851	3.0851	165.0734
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	165.0904_7.5014	7.5014	165.0904
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	166.0357_5.7834	5.7834	166.0357
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	166.0617_0.3656	0.3656	166.0617
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	166.0632_6.2979	6.2979	166.0632
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	166.086_1.5458	1.5458	166.086
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	166.1577_3.8623	3.8623	166.1577
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	168.0645_0.392	0.392	168.0645
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	168.0752_0.5909	0.5909	168.0752
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	168.9637_0.3037	0.3037	168.9637
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	169.0568_0.3432	0.3432	169.0568
