REPORTER ID	GENE SYMBOL
2375011	ELF3
3816803	GNA11
2735459	HERC3
3980643	DLG3
2899298	BTN3A2
3358049	RNH1
3456353	CALCOCO1
2358623	PRUNE
3833183	LGALS13
3226975	C9orf50
2571608	PAX8
3947863	PARVB
2424148	ALG14
3046739	AMPH
3636562	BNC1
3734865	TSEN54
2882897	GEMIN5
3325263	DNAJC24
3915087	USP25
3849549	ZNF562
2342220	TNNI3K
2407755	GJA9
2440523	USF1
3816778	GNA11
2948425	PPP1R10
2522439	BZW1
2374982	RNPEP
3980614	GDPD2
3751237	SEZ6
2768197	CORIN
2473284	CENPO
3374402	LPXN
2391360	CPSF3L
3308864	RAB11FIP2
3882304	C20orf70
2620736	CCR9
2669888	GORASP1
3013952	ACN9
2358591	ANXA9
3554622	PACS2
2899261	HIST1H2BI
3620156	SPTBN5
3145020	KIAA1429
3456313	ATP5G2
2587961	CHN1
2637112	GAP43
3259703	C10orf12
3161398	UHRF2
3833141	SELV
3046708	TRGV3
3456306	ATF7
2702642	
2407729	RRAGC
3865905	
2571569	IL1F8
2735409	HERC5
4013359	MAGT1
2374956	TIMM17A
2899243	HIST1H4F
3063083	SMURF1
3636522	HDGFRP3
3505449	MIPEP
3079463	ABCF2
2424102	CNN3
3652902	SCNN1B
2555174	PUS10
3538213	DAAM1
2964771	MAP3K7
3161379	TPD52L3
3833122	DLL3
2587937	CHRNA1
2899233	HIST1H3E
2342176	FPGT
3292448	HERC4
3554592	BTBD6
2440476	F11R
2948379	GNL1
3882265	C20orf186
3046681	TARP
3521816	OXGR1
2850071	MYO10
2899223	HIST1H2AE
3816724	TLE6
2931988	VIP
3530002	KHNYN
3923218	RRP1B
2702610	SHOX2
2882834	C5orf4
2456849	RAB3GAP2
2768145	COMMD8
3751184	PHF12
3849488	OR7D4
2899216	HIST1H4E
3980560	KIF4A
2374926	SHISA4
2383118	MIXL1
3046670	
3079438	ASB10
3136782	NSMAF
3693837	GOT2
3734797	KIAA0195
2620685	SACM1L
2678029	DNAH12
3030285	CUL1
3104013	ZFHX4
3144973	RAD54B
3202316	MOBKL2B
3865867	IGFL4
2817291	JMY
2800906	MTRR
3661065	RBL2
2505993	POTEE
3972361	MAGEB6
2891015	TRIM7
3095815	AGPAT6
2391302	ACAP3
2489606	POLE4
2899206	HIST1H2BF
3013894	DLX6
3677445	MGC3771
3833093	TIMM50
3906821	C20orf111
2686213	FILIP1L
3456260	ATF7
2907396	FLJ38717
3988740	PGRMC1
4021508	ZNF280C
2350339	STXBP3
3652867	SCNN1G
3226883	IER5L
2735362	HERC6
2931970	MYCT1
3718401	LIG3
3882241	C20orf185
2686209	
3210497	PRUNE2
3243262	HSD17B7P2
3292413	DNAJC12
3849469	OR7G3
3865853	PGLYRP1
2694397	RPN1
3489020	RB1
3751164	DHRS13
3759356	EFTUD2
3316987	KRTAP5-6
3382523	WNT11
3456251	NPFF
3816699	ZNF57
3063035	TMEM130
3562746	C14orf106
3824890	MPV17L2
3964154	CERK
2899194	HIST1H2BE
2358520	SETDB1
2440440	ITLN2
3407096	PLEKHA5
3644664	DNASE1L2
3849464	OR7G1
2956536	CRISP2
3636470	BTBD1
3677430	ZSCAN10
2571510	IL1B
3300597	MYOF
3202293	C9orf11
3374324	OR5B21
3005684	KCTD7
3136756	CYP7A1
3849459	OR7G2
2915571	MRAP2
3972339	MAGEB18
3472625	TBX5
2776305	NKX6-1
2940145	NRN1
3259631	LCOR
3333358	INCENP
3718382	ZNF830
3816686	ZNF556
3071213	ZNF800
2350316	FNDC7
3841260	CNOT3
2710764	UTS2D
3497195	CLDN10
3767531	CCDC46
2530539	MFF
3923179	C21orf125
2669803	SCN11A
3579114	BCL11B
3685610	ARHGAP17
3824874	IFI30
2751722	GALNTL6
3980522	ARR3
3415273	C12orf44
3726569	SPATA20
3734760	MRPS7
2899176	HIST1H2BD
3030248	C7orf33
3603687	TMED3
3759335	GJC1
3874023	PTPRA
3882214	BPIL3
3120358	HSF1
3144934	GEM
2456805	BPNT1
2505957	PLEKHB2
3374308	OR5B12
3955940	CRYBB1
3316963	KRTAP5-5
3341539	KCTD21
2481379	STON1-GTF2A1L
2817251	BHMT
2899171	HIST1H1E
3464417	MGAT4C
3562721	FKBP3
2620641	LIMD1
3529951	NYNRIN
2604254	HJURP
3906782	JPH2
4054238	HMX1
2415837	KANK4
2440413	ITLN1
4021469	AIFM1
3284188	ITGB1
3439836	RAD52
3693788	SLC38A7
3226844	CRAT
3554523	C14orf79
2571483	IL1A
3636442	C15orf40
3488985	ITM2B
3939545	MIF
3210457	RFK
2374872	IPO9
3816664	ZNF555
3874008	LOC100288797
2694360	C3orf27
2391255	UBE2J2
3349719	ZBTB16
2645207	TRIM42
2833623	HMHB1
3620054	RPAP1
2956502	RHAG
3095766	GINS4
3464405	RASSF9
2989269	PMS2CL
3316948	KRTAP5-1
3456212	MAP3K12
2333907	RNF220
3644625	E4F1
3751121	FLOT2
3833040	SUPT5H
2899152	HIST1H2AC
2350287	PRPF38B
3841231	PRPF31
3865807	NOVA2
3882190	BPIL1
3513549	RCBTB2
3873997	C20orf141
2727116	RASL11B
3923147	FLJ41733
3955915	TPST2
2514122	LASS6
2841802	HMP19
2899146	HIST1H4C
3726537	EPN3
3759305	CCDC43
2489545	HK2
3079369	TMUB1
2317512	DFFB
2849992	FAM134B
2792647	SPOCK3
3775686	USP14
3824838	PIK3R2
3816645	ZNF554
3431620	TCTN1
3087555	VPS37A
3980482	DGAT2L6
2440385	CD244
3251393	DDIT4
2571457	CKAP2L
2587841	WIPF1
3931329	DSCR3
3554496	PLD4
2604223	DNAJB3
3333309	BEST1
3357885	SIGIRR
3415229	NR4A1
2473149	NCOA1
4054204	APOD
2817212	BHMT2
2882747	HAND1
2546874	GALNT14
3341497	THRSP
4021433	ELF4
3349688	HTR3A
3767480	AXIN2
2768056	GABRA4
3685559	FLJ45256
3620022	LTK
3529908	NFATC4
3226804	SH3GLB2
3669171	CNTNAP4
2399409	UBR4
3390641	ARHGAP20
3595441	GCOM1
3644593	MLST8
2612401	BTD
2628785	MITF
2759857	ACOX3
3865776	IRF2BP1
3202224	LRRC19
3562671	KLHL28
3488942	NUDT15
3841198	NDUFA3
3161261	MLANA
3677356	HCFC1R1
2456746	EPRS
3513514	LPAR6
3939498	SLC2A11
2694314	GATA2
3767465	AXIN2
3407016	CAPZA3
2849960	ZNF622
3079336	FASTK
4013224	ATRX
3505319	SACS
3538087	DACT1
3636391	HOMER2
2768039	COX7B2
3095719	GOLGA7
3980455	IGBP1
3677350	CLDN6
2899110	HFE
3226789	DOLK
2669732	SCN10A
3816611	THOP1
3955875	TFIP11
2915491	CYB5R4
2948259	TRIM26
2440354	CD48
3603618	RASGRF1
3726498	MYCBPAP
2677922	ASB14
3456161	SP7
2694305	DNAJB8
2317472	CCDC27
3832992	PLEKHG2
3841184	CACNG6
3194015	LCN9
2899102	HIST1H3C
3988638	LONRF3
3890333	TFAP2C
3243164	ZNF37A
3349660	HTR3B
3710108	GLP2R
2481308	KLRAQ1
3046556	TARP
3980444	OTUD6A
3734683	ARMC7
3144859	CDH17
2358426	ADAMTSL4
3587226	CHRNA7
3251353	ANAPC16
3415193	GRASP
3619991	NDUFAF1
2899095	HIST1H4A
2858134	PDE4D
2956438	MUT
3529877	LTB4R2
3906709	GTSF1L
2391188	SDF4
3554452	KIAA0284
2612371	EAF1
3275922	PRKCQ
4037778	DMBT1
3751058	C17orf63
3832978	ZFP36
2899090	HIST1H3A
3964049	CELSR1
3079313	CDK5
3357840	IFITM3
3374224	OR10W1
2948239	TRIM10
3996815	VBP1
2587790	GPR155
3939470	MMP11
2677902	HESX1
2464909	SMYD3
3652749	HS3ST2
2923661	GJA1
3087501	ZDHHC2
3374218	OR10Q1
3382410	MAP6
3554442	MGC23270
2440327	SLAMF1
2522247	AOX1
3374213	OR1S2
3841157	CACNG8
2391172	TNFRSF4
3832964	MED29
3677315	PKMYT1
3873923	EBF4
3923075	CRYAA
3456130	AAAS
3751042	TLCD1
3431553	C12orf24
3529857	C14orf21
3726465	RSAD1
3341440	RN28S1
2997376	ANLN
3333247	FADS2
2489470	SEMA4F
3447933	IFLTD1
3644541	TRAF7
3325052	EIF2AK2
3791996	SERPINB8
3202171	PLAA
2317434	TPRG1L
2382970	EPHX1
3939450	C22orf15
2620538	LARS2
2358393	ADAMTSL4
2530425	COL4A3
3734648	SLC16A5
3046520	TARP
2481271	FOXN2
2366581	SCYL3
2735221	PKD2
3439732	NINJ2
2579572	ZEB2
3988596	ZCCHC12
3857523	
3865715	SYMPK
3931250	PIGP
3226737	CCBL1
2415728	TM2D1
2456687	SLC30A10
3259503	DNTT
2391150	TNFRSF18
3841134	CACNG7
3374189	OR9I1
2948205	TRIM31
3415148	ACVR1B
3783788	MEP1B
2546795	CAPN13
3947627	TSPO
2890859	MGAT1
3333226	FEN1
2604138	USP40
3284073	EPC1
3480681	MRP63
3619945	OIP5
3693673	CNOT1
2505833	ARHGEF4
2538600	ADI1
2710632	TMEM207
2440295	CD84
3955815	HPS4
3193959	PAEP
3546213	TSHR
3800165	ZNF519
4054117	TAF13
3325028	FSHB
3669092	TERF2IP
2522212	SGOL2
2767972	GABRA2
2423907	F3
2587747	CIR1
2808931	ISL1
2841699	CPEB4
2333794	DMAP1
3251298	CHST3
3316834	BRSK2
3398754	C11orf39
3939426	RGL4
3611744	LRRK1
3865696	RSPH6A
2489440	DOK1
3890272	C20orf107
2784352	FGF2
3218528	ABCA1
2554975	BCL11A
3267678	WDR11
3644510	RAB26
2677853	IL17RD
4021341	ZDHHC9
3554396	SIVA1
3718236	TMEM132E
2915420	PRSS35
2948188	RNF39
3980380	EDA
3128411	EBF2
3177563	NAA35
2374746	NAV1
3751002	RAB34
2325593	CLIC4
3357785	SIRT3
3079257	ATG9B
2358360	ECM1
3202136	C9orf82
2972759	HDDC2
3071063	GRM8
3791958	SERPINB10
3832918	SAMD4B
3963990	PKDREJ
3882069	MAPRE1
2989141	C7orf26
3226709	C9orf114
3464276	SLC6A15
3472468	RBM19
3677268	PRSS22
3947604	BIK
3062868	BAIAP2L1
3996755	BRCC3
3759186	GPATCH8
2587730	SP9
3873874	NOP56
2333777	KLF17
3456081	RARG
3480657	SAP18
3734609	KCTD2
3865679	DMWD
3161167	KIAA1432
3390542	RDX
3841102	PRKCG
2899022	TRIM38
3087438	EFHA2
3701837	MPHOSPH6
3603532	MORF4L1
4037708	MIR1974
3308619	PDZD8
3832906	IL29
2628682	ARL6IP5
2743370	C4orf33
3103818	HNF4G
3824713	ARRDC2
2669641	SCN5A
2948169	HCG8
2964553	BACH2
2407496	POU3F1
3628104	C2CD4B
3529799	GMPR2
2686023	DCBLD2
2710599	CLDN1
2800711	ADCY2
3243078	ZNF33A
3726406	ACSF2
3415109	ACVRL1
3423301	NAV3
3783749	RNF138
3963973	C22orf40
3669059	GABARAPL2
2489411	HTRA2
2440258	SLAMF6
3710018	WDR16
2473026	C2orf84
2505793	FAM123C
3677248	PRSS30P
3218496	OR13C9
3742783	NLRP1
3750975	PROCA1
3791935	SERPINB2
2776126	OK
4013118	MAGEE2
3562557	FSCB
3816509	GADD45B
3718204	CCL13
2767932	GABRG1
3431483	ATP2A2
2702395	VEPH1
3660858	CHD9
3988538	IL13RA1
2399289	TAS1R2
3218489	OR13C2
3554360	ADSSL1
2989112	ZDHHC4
3144760	RBM12B
3447863	KRAS
3832887	IL28A
2407478	FHL3
2612278	CAPN7
2907190	UBR2
3800116	MC2R
3841076	MYADM
3128372	KCTD9
3513395	MED4
3595315	CGNL1
3849267	ZNF558
2505779	GPR148
2931763	ESR1
3169331	ALDH1B1
2382898	LBR
3341362	AQP11
3333169	C11orf9
3456049	ITGB7
2866225	MEF2C
2358320	TARS2
3218480	OR13C5
3382319	GDPD5
3529775	TSSK4
3537967	KIAA0586
3619887	EXD1
3718191	CCL8
3734575	ICT1
2735151	MEPE
2374700	RPS10P7
2989100	
3046444	SFRP4
3193900	MRPS2
3767339	GNA13
3783723	RNF125
3890218	C20orf43
2898986	SLC17A4
3128362	GNRH1
3218474	OR13C3
3718185	CCL11
2489385	TLX2
3980329	FAM155B
3726375	EME1
2858023	PLK2
3939365	SMARCB1
2907173	HCRP1
3226661	ZER1
4037669	
3611684	LRRK1
3742756	DERL2
3144740	FP6628
3865635	DMPK
3677218	PRSS33
3914786	ABCC13
3079202	KCNH2
3718177	CCL7
3759137	ITGA2B
3832865	NCCRP1
3406880	PIK3C2G
3734560	CDR2L
3873824	TMC2
2620448	CLEC3B
3349535	ANKK1
3922975	PKNOX1
3537949	TOMM20L
2817053	SCAMP1
2915357	RWDD2A
3415068	ANKRD33
2489372	LOC151534
3882012	DNMT3B
3357723	BET1L
3750939	SDF2
3816475	TMPRSS9
2898971	HIST1H2BA
2366490	BLZF1
3824666	KCNN1
2530330	RHBDD1
2735129	IBSP
3161113	PDCD1LG2
3382296	KLHL35
3791896	SERPINB7
2776088	FAM175A
2997272	EEPD1
4037656	
3283991	KIF5B
3693591	PRSS54
2784279	IL21
2325526	SRRM1
2423829	ARHGAP29
3226644	ZDHHC12
4037652	
3701779	SDR42E1
3914771	RBM11
2743315	PHF17
3865618	SIX5
3308560	VAX1
2407439	SF3A3
3193870	KIAA0649
4004878	RPGR
2735116	DMP1
2333707	CCDC24
3554315	INF2
2792459	GK3P
